booking_date,id_marketing_channel,customer_country,booking_id,number_of_nights_booked,number_of_guests,rooms_booked,hotel_id,total_revenue_in_euros
2024-04-05,2,Spain,248435Y2257022YB6247339474,3,2,1,3,750.0
2024-04-05,3,Spain,248435Y7254272YB6244871519,2,2,1,2,220.0
2024-04-05,2,Spain,248435Y4314243YB6240801499,3,2,1,2,330.0
2024-04-05,4,Spain,248435Y1257212YB6243052121,1,2,1,2,110.0
2024-04-05,3,Spain,248435Y2173821YB6245865697,1,2,1,2,110.0
2024-04-05,2,Spain,248435Y9439594YB6241612851,2,2,1,3,500.0
2024-04-05,3,Spain,248435Y5940059YB6243216159,1,2,1,4,275.0
2024-04-05,1,Spain,248435Y8215782YB6244229995,1,2,1,3,250.0
2024-04-05,3,Spain,248435Y1681216YB6242917404,2,2,1,2,220.0
2024-04-05,2,Spain,248435Y5423254YB6243014728,2,2,1,4,550.0
2024-04-06,3,Spain,248435Y0689306YB6242000852,3,2,1,2,330.0
2024-04-06,3,Spain,248435Y0864708YB6242704906,3,2,1,1,300.0
2024-04-06,2,Spain,248435Y5672156YB6244211681,2,2,1,3,500.0
2024-04-06,2,Spain,248435Y5845658YB6248282460,2,2,1,4,550.0
2024-04-06,2,Spain,248435Y1135911YB6246488632,3,2,1,3,750.0
2024-04-06,1,Mexico,248435Y8796987YB6245346894,3,2,1,5,2250.0
2024-04-06,5,Spain,248435Y4760147YB6240379161,2,2,1,3,500.0
2024-04-06,3,Spain,248435Y6477264YB6240352133,3,2,1,4,825.0
2024-04-06,2,Spain,248435Y7632776YB6243704045,2,2,1,1,200.0
2024-04-06,5,Mexico,248435Y8122481YB6249171092,2,2,1,5,1500.0
2024-04-07,5,Spain,248435Y4302243YB6241012920,3,2,1,2,330.0
2024-04-07,4,Spain,248435Y9639296YB6242838017,2,2,1,1,200.0
2024-04-07,4,Mexico,248435Y2051820YB6249595256,2,2,1,5,1500.0
2024-04-07,4,Mexico,248435Y3499234YB6240596021,2,2,1,5,1500.0
2024-04-07,4,Spain,248435Y0712707YB6246006489,2,2,1,4,550.0
2024-04-07,2,Spain,248435Y3631836YB6242466441,1,2,1,3,250.0
2024-04-07,3,Spain,248435Y0270902YB6243304808,1,2,1,3,250.0
2024-04-07,2,Spain,248435Y4165441YB6240768603,1,2,1,4,275.0
2024-04-07,1,Spain,248435Y5379453YB6248302432,2,2,1,3,500.0
2024-04-07,3,Spain,248435Y2527425YB6242047468,3,2,1,4,825.0
2024-04-07,3,Mexico,248435Y8582885YB6240920072,2,2,1,5,1500.0
2024-04-07,3,Spain,248435Y7195171YB6246417034,3,2,1,3,750.0
2024-04-07,4,Spain,248435Y5308553YB6243719967,1,2,1,2,110.0
2024-04-07,2,Spain,248435Y9439594YB6241612851,2,2,1,3,500.0
2024-04-08,3,Spain,248435Y9921599YB6247830209,3,2,1,4,825.0
2024-04-08,3,Spain,248435Y9921599YB6247830209,3,2,1,4,825.0
2024-04-08,5,Spain,248435Y1987619YB6244412029,2,2,1,4,550.0
2024-04-08,5,Spain,248435Y4906349YB6240450002,2,2,1,4,550.0
2024-04-08,2,Spain,248435Y3631836YB6242466441,1,2,1,3,250.0
2024-04-08,4,Spain,248435Y6741667YB6243743651,3,2,1,2,330.0
2024-04-08,1,Spain,248435Y8410084YB6248731500,3,2,1,3,750.0
2024-04-08,4,Mexico,248435Y2669826YB6247754074,2,2,1,5,1500.0
2024-04-08,1,Spain,248435Y1991119YB6248152004,1,2,1,1,100.0
2024-04-08,4,Spain,248435Y0909909YB6242222011,2,2,1,4,550.0
2024-04-08,2,Spain,248435Y4927249YB6241738859,3,2,1,3,750.0
2024-04-08,4,Spain,248435Y6077260YB6245056460,3,2,1,3,750.0
2024-04-09,5,Spain,248435Y7749977YB6247175905,3,2,1,3,750.0
2024-04-09,3,Spain,248435Y0575305YB6241657893,2,2,1,3,500.0
2024-04-09,3,Mexico,248435Y9942999YB6247955421,2,2,1,5,1500.0
2024-04-09,4,Spain,248435Y2171821YB6243029875,3,2,1,3,750.0
2024-04-09,5,Spain,248435Y8000180YB6249455111,2,2,1,2,220.0
2024-04-09,5,Mexico,248435Y8122481YB6249171092,2,2,1,5,1500.0
2024-04-09,1,Spain,248435Y0464304YB6249179220,2,2,1,4,550.0
2024-04-09,3,Spain,248435Y2020020YB6245947649,2,2,1,2,220.0
2024-04-09,5,Spain,248435Y5106851YB6241986427,2,2,1,4,550.0
2024-04-09,3,Spain,248435Y4969249YB6246835191,3,2,1,3,750.0
2024-04-09,4,Spain,248435Y5279352YB6240040681,2,2,1,4,550.0
2024-04-09,2,Mexico,248435Y9566595YB6248333235,3,2,1,5,2250.0
2024-04-10,4,Spain,248435Y5308553YB6243719967,1,2,1,2,110.0
2024-04-10,3,Spain,248435Y8951989YB6241944181,3,2,1,1,300.0
2024-04-10,2,Spain,248435Y6730667YB6242128672,1,2,1,4,275.0
2024-04-11,4,Mexico,248435Y0127201YB6243726786,2,2,1,5,1500.0
2024-04-11,4,Spain,248435Y8536585YB6241629082,2,2,1,4,550.0
2024-04-11,1,Spain,248435Y6641266YB6240257686,3,2,1,4,825.0
2024-04-11,2,Spain,248435Y7393573YB6241433019,2,2,1,3,500.0
2024-04-11,4,Spain,248435Y6173161YB6244264428,3,2,1,3,750.0
2024-04-11,2,Mexico,248435Y1245612YB6241338947,2,2,1,5,1500.0
2024-04-12,1,Spain,248435Y5412454YB6249389930,2,2,1,2,220.0
2024-04-12,2,Mexico,248435Y5413254YB6240737350,1,2,1,5,750.0
2024-04-12,1,Spain,248435Y5379453YB6248302432,2,2,1,3,500.0
2024-04-12,3,Spain,248435Y4813648YB6249014984,1,2,1,2,110.0
2024-04-12,2,Spain,248435Y3549135YB6243366624,2,2,1,2,220.0
2024-04-12,1,Spain,248435Y4254242YB6242432402,2,2,1,3,500.0
2024-04-12,3,Mexico,248435Y0368503YB6240225822,2,2,1,5,1500.0
2024-04-12,1,Spain,248435Y2021120YB6246509591,2,2,1,3,500.0
2024-04-12,5,Spain,248435Y5381653YB6247162392,3,2,1,2,330.0
2024-04-12,2,Spain,248435Y8399683YB6241566137,2,2,1,1,200.0
2024-04-12,2,Spain,248435Y5471054YB6246441351,3,2,1,2,330.0
2024-04-12,5,Spain,248435Y7014570YB6249331108,2,2,1,2,220.0
2024-04-12,2,Spain,248435Y2804228YB6243856479,2,2,1,1,200.0
2024-04-13,3,Spain,248435Y4241942YB6240173200,2,2,1,2,220.0
2024-04-13,4,Spain,248435Y8238782YB6240792337,2,2,1,4,550.0
2024-04-13,2,Spain,248435Y4060440YB6243062052,2,2,1,3,500.0
2024-04-13,4,Spain,248435Y4286842YB6247620766,2,2,1,2,220.0
2024-04-13,3,Spain,248435Y4601446YB6243567406,3,2,1,4,825.0
2024-04-13,2,Spain,248435Y2770527YB6243437622,1,2,1,1,100.0
2024-04-13,1,Spain,248435Y1530215YB6245415045,3,2,1,3,750.0
2024-04-13,2,Spain,248435Y9456194YB6241663181,2,2,1,2,220.0
2024-04-13,5,Mexico,248435Y0902909YB6248035231,2,2,1,5,1500.0
2024-04-14,4,Mexico,248435Y0127201YB6243726786,2,2,1,5,1500.0
2024-04-14,3,Spain,248435Y8814888YB6249542627,1,2,1,3,250.0
2024-04-14,4,Mexico,248435Y1295312YB6246884961,2,2,1,5,1500.0
2024-04-14,4,Spain,248435Y9532895YB6246290108,2,2,1,3,500.0
2024-04-14,5,Mexico,248435Y9258692YB6244610407,3,2,1,5,2250.0
2024-04-14,4,Spain,248435Y1613716YB6243078463,3,2,1,1,300.0
2024-04-14,2,Spain,248435Y2411824YB6241520326,3,2,1,2,330.0
2024-04-14,3,Spain,248435Y5404754YB6243305928,2,2,1,2,220.0
2024-04-14,3,Spain,248435Y3542135YB6240599213,1,2,1,3,250.0
2024-04-14,4,Spain,248435Y1257212YB6243052121,1,2,1,2,110.0
2024-04-14,3,Spain,248435Y2533325YB6243662508,2,2,1,4,550.0
2024-04-14,1,Spain,248435Y6664866YB6246290010,2,2,1,3,500.0
2024-04-14,2,Spain,248435Y6234962YB6248849531,1,2,1,3,250.0
2024-04-15,2,Spain,248435Y3631836YB6242466441,1,2,1,3,250.0
2024-04-15,4,Spain,248435Y4695746YB6244237006,2,2,1,4,550.0
2024-04-15,4,Spain,248435Y9454394YB6242012353,2,2,1,2,220.0
2024-04-15,3,Spain,248435Y0689306YB6242000852,3,2,1,2,330.0
2024-04-16,1,Mexico,248435Y7106171YB6240980915,2,2,1,5,1500.0
2024-04-16,3,Spain,248435Y4790347YB6243774563,1,2,1,1,100.0
2024-04-16,3,Spain,248435Y7887978YB6248810950,2,2,1,2,220.0
2024-04-16,3,Spain,248435Y7404074YB6241320774,3,2,1,3,750.0
2024-04-16,3,Spain,248435Y7180571YB6245030447,1,2,1,4,275.0
2024-04-17,1,Spain,248435Y5412454YB6249389930,2,2,1,2,220.0
2024-04-17,5,Spain,248435Y5280452YB6248259165,3,2,1,4,825.0
2024-04-17,2,Spain,248435Y2527125YB6248785836,2,2,1,3,500.0
2024-04-17,2,Spain,248435Y5672156YB6244211681,2,2,1,3,500.0
2024-04-17,4,Spain,248435Y7298672YB6248024395,2,2,1,4,550.0
2024-04-17,3,Spain,248435Y4960149YB6248100795,2,2,1,1,200.0
2024-04-17,4,Spain,248435Y2202522YB6248080979,3,2,1,1,300.0
2024-04-17,3,Spain,248435Y0643006YB6242383345,2,2,1,3,500.0
2024-04-17,3,Spain,248435Y4713847YB6247131097,2,2,1,2,220.0
2024-04-17,4,Spain,248435Y1835118YB6244836066,2,2,1,4,550.0
2024-04-17,1,Spain,248435Y6200962YB6243689010,2,2,1,3,500.0
2024-04-18,3,Mexico,248435Y2120921YB6245539757,2,2,1,5,1500.0
2024-04-18,3,Spain,248435Y9657896YB6242565359,2,2,1,3,500.0
2024-04-18,2,Spain,248435Y5482854YB6246086420,2,2,1,3,500.0
2024-04-18,4,Spain,248435Y6296362YB6240077856,2,2,1,2,220.0
2024-04-18,3,Spain,248435Y0407304YB6244233518,1,2,1,2,110.0
2024-04-18,4,Spain,248435Y8197381YB6242707967,2,2,1,3,500.0
2024-04-18,4,Spain,248435Y0326403YB6245522977,2,2,1,4,550.0
2024-04-18,2,Spain,248435Y1835518YB6247570546,2,2,1,3,500.0
2024-04-18,4,Spain,248435Y2115421YB6245736630,1,2,1,2,110.0
2024-04-18,2,Spain,248435Y2727827YB6243846367,2,2,1,4,550.0
2024-04-18,3,Spain,248435Y0407304YB6244233518,1,2,1,2,110.0
2024-04-19,3,Mexico,248435Y6059360YB6247465625,2,2,1,5,1500.0
2024-04-19,5,Spain,248435Y6848768YB6249451893,3,2,1,1,300.0
2024-04-19,2,Mexico,248435Y8779987YB6247667210,2,2,1,5,1500.0
2024-04-19,2,Spain,248435Y8548985YB6247514780,3,2,1,1,300.0
2024-04-19,1,Spain,248435Y1205012YB6241954070,1,2,1,2,110.0
2024-04-19,5,Spain,248435Y5789557YB6240306169,3,2,1,3,750.0
2024-04-19,2,Spain,248435Y4822848YB6247537076,3,2,1,4,825.0
2024-04-19,2,Spain,248435Y2727827YB6243846367,2,2,1,4,550.0
2024-04-19,2,Spain,248435Y9459194YB6246881489,2,2,1,4,550.0
2024-04-19,5,Spain,248435Y5832358YB6243568315,2,2,1,3,500.0
2024-04-19,1,Spain,248435Y6495964YB6243507668,2,2,1,4,550.0
2024-04-19,3,Mexico,248435Y1497514YB6243261971,2,2,1,5,1500.0
2024-04-20,3,Spain,248435Y0623206YB6243574029,2,2,1,2,220.0
2024-04-20,4,Spain,248435Y8929389YB6249134409,2,2,1,3,500.0
2024-04-20,2,Spain,248435Y6604466YB6243450918,2,2,1,2,220.0
2024-04-20,3,Spain,248435Y4960149YB6248100795,2,2,1,1,200.0
2024-04-20,1,Spain,248435Y0975409YB6242371892,2,2,1,3,500.0
2024-04-20,5,Spain,248435Y2922129YB6242176704,2,2,1,2,220.0
2024-04-20,2,Spain,248435Y7393573YB6241433019,2,2,1,3,500.0
2024-04-20,2,Spain,248435Y4165441YB6240768603,1,2,1,4,275.0
2024-04-20,1,Spain,248435Y0620606YB6242440079,1,2,1,4,275.0
2024-04-21,2,Spain,248435Y4642746YB6243552999,3,2,1,1,300.0
2024-04-21,5,Spain,248435Y0309703YB6242342805,1,2,1,3,250.0
2024-04-21,4,Spain,248435Y1231412YB6242687784,2,2,1,4,550.0
2024-04-21,1,Mexico,248435Y8038980YB6241074422,2,2,1,5,1500.0
2024-04-21,3,Spain,248435Y2911329YB6249080794,3,2,1,3,750.0
2024-04-21,3,Spain,248435Y5404754YB6243305928,2,2,1,2,220.0
2024-04-21,2,Spain,248435Y2660726YB6240958633,1,2,1,2,110.0
2024-04-21,2,Mexico,248435Y2622426YB6248870804,2,2,1,5,1500.0
2024-04-21,3,Spain,248435Y4519145YB6247717310,3,2,1,3,750.0
2024-04-21,4,Spain,248435Y8352383YB6240520326,2,2,1,1,200.0
2024-04-21,4,Spain,248435Y3522535YB6249193922,2,2,1,2,220.0
2024-04-21,2,Spain,248435Y1827618YB6249446883,2,2,1,4,550.0
2024-04-22,4,Spain,248435Y5410454YB6246877138,2,2,1,4,550.0
2024-04-22,2,Spain,248435Y1815218YB6246959546,2,2,1,2,220.0
2024-04-22,2,Spain,248435Y6234962YB6248849531,1,2,1,3,250.0
2024-04-22,2,Spain,248435Y0222202YB6249588066,2,2,1,3,500.0
2024-04-22,4,Spain,248435Y1135811YB6240448666,1,2,1,2,110.0
2024-04-22,3,Spain,248435Y3718837YB6242961543,2,2,1,4,550.0
2024-04-22,4,Mexico,248435Y2966329YB6247560726,2,2,1,5,1500.0
2024-04-22,4,Mexico,248435Y8731387YB6249900335,3,2,1,5,2250.0
2024-04-22,4,Spain,248435Y0051900YB6244513608,1,2,1,2,110.0
2024-04-22,1,Spain,248435Y9336793YB6241349292,1,2,1,3,250.0
2024-04-22,2,Mexico,248435Y9791097YB6244513424,3,2,1,5,2250.0
2024-04-22,3,Mexico,248435Y9394993YB6245589316,2,2,1,5,1500.0
2024-04-22,4,Spain,248435Y8536585YB6241629082,2,2,1,4,550.0
2024-04-22,3,Spain,248435Y1449214YB6248117758,2,2,1,3,500.0
2024-04-22,3,Spain,248435Y7195171YB6246417034,3,2,1,3,750.0
2024-04-23,1,Mexico,248435Y7106171YB6240980915,2,2,1,5,1500.0
2024-04-23,2,Spain,248435Y4831348YB6244666829,1,2,1,4,275.0
2024-04-23,4,Mexico,248435Y5975759YB6241292495,2,2,1,5,1500.0
2024-04-23,3,Spain,248435Y0467804YB6248143131,2,2,1,4,550.0
2024-04-23,1,Spain,248435Y2357623YB6249403941,2,2,1,4,550.0
2024-04-23,4,Spain,248435Y6571465YB6248030291,2,2,1,1,200.0
2024-04-23,2,Spain,248435Y1096910YB6246623248,1,2,1,1,100.0
2024-04-23,4,Spain,248435Y4796647YB6243250148,2,2,1,2,220.0
2024-04-23,3,Spain,248435Y7888178YB6240449699,1,2,1,4,275.0
2024-04-24,4,Spain,248435Y4979249YB6240216336,2,2,1,3,500.0
2024-04-24,5,Spain,248435Y8912389YB6246670447,2,2,1,3,500.0
2024-04-24,1,Spain,248435Y0975409YB6242371892,2,2,1,3,500.0
2024-04-24,4,Spain,248435Y2090420YB6243944488,1,2,1,2,110.0
2024-04-24,4,Spain,248435Y4148541YB6249242298,3,2,1,4,825.0
2024-04-24,1,Spain,248435Y0975809YB6249147557,3,2,1,2,330.0
2024-04-24,5,Spain,248435Y1947319YB6241996873,1,2,1,2,110.0
2024-04-24,2,Mexico,248435Y9691096YB6242511290,2,2,1,5,1500.0
2024-04-24,5,Spain,248435Y1033510YB6248201052,3,2,1,2,330.0
2024-04-25,3,Spain,248435Y3171931YB6244354368,3,2,1,4,825.0
2024-04-25,3,Spain,248435Y1110811YB6243331202,3,2,1,2,330.0
2024-04-25,4,Spain,248435Y4613846YB6247090070,2,2,1,4,550.0
2024-04-25,1,Mexico,248435Y3865138YB6245165477,3,2,1,5,2250.0
2024-04-25,5,Spain,248435Y5745557YB6249455223,1,2,1,2,110.0
2024-04-25,3,Spain,248435Y5419054YB6244290737,3,2,1,3,750.0
2024-04-25,3,Spain,248435Y5452454YB6248652992,1,2,1,3,250.0
2024-04-25,2,Spain,248435Y2690726YB6248068552,1,2,1,2,110.0
2024-04-25,4,Mexico,248435Y0127201YB6243726786,2,2,1,5,1500.0
2024-04-25,3,Mexico,248435Y9394993YB6245589316,2,2,1,5,1500.0
2024-04-25,2,Spain,248435Y0222202YB6249588066,2,2,1,3,500.0
2024-04-25,4,Spain,248435Y8035080YB6241516404,2,2,1,3,500.0
2024-04-25,2,Spain,248435Y5078150YB6245203099,1,2,1,4,275.0
2024-04-25,5,Spain,248435Y1046310YB6243315005,3,2,1,4,825.0
2024-04-26,1,Spain,248435Y9336793YB6241349292,1,2,1,3,250.0
2024-04-26,3,Spain,248435Y5349953YB6244208975,2,2,1,2,220.0
2024-04-26,1,Spain,248435Y9271492YB6245708390,2,2,1,4,550.0
2024-04-26,4,Spain,248435Y7392673YB6245879346,1,2,1,3,250.0
2024-04-26,3,Spain,248435Y2173821YB6245865697,1,2,1,2,110.0
2024-04-26,5,Spain,248435Y2352723YB6242256780,1,2,1,3,250.0
2024-04-26,1,Mexico,248435Y6519465YB6242251064,1,2,1,5,750.0
2024-04-26,4,Spain,248435Y7067570YB6247129783,2,2,1,2,220.0
2024-04-26,2,Spain,248435Y7746977YB6249867327,2,2,1,3,500.0
2024-04-26,5,Spain,248435Y5056350YB6248364292,1,2,1,3,250.0
2024-04-26,2,Spain,248435Y0830408YB6244044981,1,2,1,3,250.0
2024-04-26,5,Spain,248435Y6760767YB6242169162,2,2,1,3,500.0
2024-04-27,3,Mexico,248435Y9953999YB6243124384,2,2,1,5,1500.0
2024-04-27,5,Spain,248435Y3590435YB6245265357,2,2,1,3,500.0
2024-04-27,5,Spain,248435Y9843198YB6241885295,1,2,1,2,110.0
2024-04-27,3,Mexico,248435Y0368503YB6240225822,2,2,1,5,1500.0
2024-04-27,3,Mexico,248435Y6059360YB6247465625,2,2,1,5,1500.0
2024-04-27,2,Spain,248435Y6604466YB6243450918,2,2,1,2,220.0
2024-04-27,4,Spain,248435Y8758087YB6240895116,1,2,1,2,110.0
2024-04-27,3,Mexico,248435Y3327433YB6249109021,2,2,1,5,1500.0
2024-04-27,5,Spain,248435Y8912389YB6246670447,2,2,1,3,500.0
2024-04-27,3,Spain,248435Y0859108YB6248908181,3,2,1,2,330.0
2024-04-27,5,Spain,248435Y3501235YB6243846866,1,2,1,3,250.0
2024-04-27,4,Spain,248435Y4391543YB6247719738,1,2,1,4,275.0
2024-04-27,1,Spain,248435Y5803358YB6245638935,3,2,1,1,300.0
2024-04-27,1,Spain,248435Y7642176YB6247326756,2,2,1,3,500.0
2024-04-27,5,Spain,248435Y9603596YB6243880754,3,2,1,3,750.0
2024-04-28,1,Spain,248435Y7605376YB6242983883,2,2,1,3,500.0
2024-04-28,2,Spain,248435Y4944149YB6248224912,3,2,1,2,330.0
2024-04-28,2,Spain,248435Y7244472YB6241256477,3,2,1,2,330.0
2024-04-28,4,Spain,248435Y4439344YB6243678749,1,2,1,2,110.0
2024-04-28,2,Spain,248435Y2467624YB6245914303,2,2,1,2,220.0
2024-04-28,2,Mexico,248435Y4557145YB6244115209,1,2,1,5,750.0
2024-04-28,4,Spain,248435Y4747047YB6243112390,1,2,1,4,275.0
2024-04-28,2,Spain,248435Y9611496YB6240897798,1,2,1,3,250.0
2024-04-28,2,Spain,248435Y4334143YB6245672808,1,2,1,1,100.0
2024-08-01,4,Spain,248435Y5308553YB6243719967,1,2,1,2,110.0
2024-08-01,4,Spain,248435Y9639296YB6242838017,2,2,1,1,200.0
2024-08-01,4,Spain,248435Y8767487YB6249072127,3,2,1,4,825.0
2024-08-01,4,Spain,248435Y3433234YB6242336390,2,2,1,2,220.0
2024-08-01,1,Mexico,248435Y8038980YB6241074422,2,2,1,5,1500.0
2024-08-01,5,Spain,248435Y4625646YB6249475848,3,2,1,3,750.0
2024-08-01,2,Mexico,248435Y4155441YB6243992318,2,2,1,5,1500.0
2024-08-01,4,Spain,248435Y7298672YB6248024395,2,2,1,4,550.0
2024-08-01,2,Spain,248435Y5809058YB6249193685,2,2,1,4,550.0
2024-08-01,4,Spain,248435Y4138641YB6245315139,2,2,1,4,550.0
2024-08-01,3,Spain,248435Y5943459YB6244377812,2,2,1,1,200.0
2024-08-01,3,Spain,248435Y7149871YB6249835818,3,2,1,3,750.0
2024-08-01,2,Spain,248435Y0879708YB6245693476,2,2,1,4,550.0
2024-08-01,5,Mexico,248435Y7601876YB6242130500,2,2,1,5,1500.0
2024-08-01,2,Spain,248435Y2690726YB6248068552,1,2,1,2,110.0
2024-08-01,2,Spain,248435Y9229392YB6246456959,2,2,1,4,550.0
2024-08-01,5,Spain,248435Y8912389YB6246670447,2,2,1,3,500.0
2024-08-01,5,Spain,248435Y1801718YB6247421020,1,2,1,3,250.0
2024-08-01,2,Spain,248435Y9646796YB6247699141,2,2,1,2,220.0
2024-08-01,4,Spain,248435Y1104611YB6246382334,3,2,1,3,750.0
2024-08-01,1,Spain,248435Y8215782YB6244229995,1,2,1,3,250.0
2024-08-01,1,Mexico,248435Y3865138YB6245165477,3,2,1,5,2250.0
2024-08-01,3,Mexico,248435Y9033090YB6247684034,2,2,1,5,1500.0
2024-08-01,2,Spain,248435Y6785767YB6242977614,2,2,1,1,200.0
2024-08-01,1,Spain,248435Y1030610YB6243559057,1,2,1,3,250.0
2024-08-01,4,Mexico,248435Y1295312YB6246884961,2,2,1,5,1500.0
2024-08-01,1,Spain,248435Y8215782YB6244229995,1,2,1,3,250.0
2024-08-01,3,Spain,248435Y3782237YB6244761421,3,2,1,4,825.0
2024-08-01,2,Spain,248435Y9463594YB6246252749,3,2,1,3,750.0
2024-08-01,4,Spain,248435Y7067570YB6247129783,2,2,1,2,220.0
2024-08-01,2,Spain,248435Y9754597YB6247321867,2,2,1,3,500.0
2024-08-01,4,Mexico,248435Y2966329YB6247560726,2,2,1,5,1500.0
2024-08-02,1,Spain,248435Y7874978YB6245621227,2,2,1,2,220.0
2024-08-02,2,Spain,248435Y0608106YB6240926755,3,2,1,3,750.0
2024-08-02,3,Spain,248435Y8420584YB6246418831,2,2,1,2,220.0
2024-08-02,3,Spain,248435Y1931719YB6244294122,3,2,1,1,300.0
2024-08-02,4,Spain,248435Y0120601YB6248198224,2,2,1,3,500.0
2024-08-02,5,Spain,248435Y9280792YB6242454140,3,2,1,3,750.0
2024-08-02,3,Spain,248435Y9421494YB6245598211,2,2,1,3,500.0
2024-08-02,5,Spain,248435Y3392433YB6243596585,1,2,1,4,275.0
2024-08-02,4,Spain,248435Y4286842YB6247620766,2,2,1,2,220.0
2024-08-02,2,Spain,248435Y4392943YB6244912549,3,2,1,3,750.0
2024-08-02,2,Spain,248435Y5845658YB6248282460,2,2,1,4,550.0
2024-08-02,3,Spain,248435Y0859108YB6248908181,3,2,1,2,330.0
2024-08-02,1,Spain,248435Y6029560YB6244039846,2,2,1,3,500.0
2024-08-02,2,Mexico,248435Y2675326YB6241024997,1,2,1,5,750.0
2024-08-02,2,Mexico,248435Y1030410YB6241380537,2,2,1,5,1500.0
2024-08-02,4,Spain,248435Y6116661YB6249127270,2,2,1,4,550.0
2024-08-02,3,Spain,248435Y0385703YB6242023308,2,2,1,4,550.0
2024-08-02,1,Spain,248435Y3105331YB6241133973,2,2,1,2,220.0
